ID,State,Crop,Season,Soil_Type,Year,Area_Hectares,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Nitrogen_kg,Phosphorus_kg,Potassium_kg,Yield_Quintal_per_Hectare,Production_Quintals
1720,Gujarat,Rice,Rabi,Alluvial,2019,10.96,68.0,18.7,49.8,7.8,34.4,21.2,32.8,46.92,514.24
1721,Maharashtra,Sugarcane,Rabi,Alluvial,2023,19.49,148.9,24.0,87.3,5.1,117.1,49.7,10.0,76.69,1494.69
1722,Karnataka,Soybean,Zaid,Alluvial,2021,34.42,276.1,24.5,69.8,5.8,89.9,13.7,13.2,29.35,1010.23
1723,Maharashtra,Barley,Kharif,Red,2019,37.28,61.2,20.4,85.8,7.7,117.7,22.8,48.8,30.77,1147.11
1724,Maharashtra,Soybean,Rabi,Red,2018,47.86,149.8,18.5,64.7,6.6,88.7,21.5,39.0,28.19,1349.17
1725,Maharashtra,Wheat,Rabi,Red,2016,6.17,232.8,32.4,54.3,6.4,89.6,15.9,21.1,39.95,246.49
1726,MP,Potato,Rabi,Sandy,2011,21.53,83.5,32.2,48.8,6.8,54.2,29.2,34.3,26.84,577.87
1727,Karnataka,Soybean,Zaid,Alluvial,2018,16.57,62.9,17.5,75.3,6.4,49.2,22.2,31.2,25.05,415.08
1728,Tamil Nadu,Barley,Zaid,Laterite,2012,33.73,207.8,38.6,31.0,7.7,29.3,30.1,7.0,25.08,845.95
1729,UP,Sugarcane,Rabi,Laterite,2015,29.12,240.2,36.0,56.4,6.7,120.5,12.9,24.3,79.52,2315.62
1730,UP,Wheat,Rabi,Red,2021,17.09,235.8,15.3,32.2,5.2,26.5,57.7,24.4,48.96,836.73
1731,Karnataka,Sugarcane,Kharif,Clay,2023,5.6,84.5,22.2,36.2,5.7,38.4,27.2,26.6,73.73,412.89
1732,Tamil Nadu,Maize,Kharif,Alluvial,2016,49.57,273.2,20.1,78.1,5.1,36.3,12.5,6.7,48.56,2407.12
1733,UP,Soybean,Kharif,Sandy,2020,42.59,94.0,24.3,39.1,4.6,135.3,45.7,39.1,28.51,1214.24
1734,Haryana,Cotton,Kharif,Black,2013,36.78,107.0,19.4,41.8,6.0,136.7,48.8,12.1,24.35,895.59
1735,Maharashtra,Cotton,Rabi,Red,2015,0.75,81.6,22.6,62.5,5.7,116.5,38.5,24.3,20.63,15.47
1736,UP,Barley,Rabi,Black,2021,45.29,63.6,35.3,91.8,5.5,110.0,40.0,26.3,31.79,1439.77
1737,Karnataka,Soybean,Zaid,Red,2012,49.1,205.5,35.8,53.2,7.8,31.1,42.9,49.9,18.67,916.7
1738,Tamil Nadu,Wheat,Rabi,Red,2012,23.9,142.4,21.2,71.6,4.7,129.9,27.9,9.7,46.4,1108.96
1739,Tamil Nadu,Sugarcane,Kharif,Black,2023,22.0,195.4,24.3,48.8,6.3,139.1,19.9,39.4,78.71,1731.62
1740,Tamil Nadu,Soybean,Zaid,Sandy,2012,45.58,240.5,37.0,67.5,8.1,109.8,13.5,14.1,28.63,1304.96
1741,UP,Barley,Zaid,Laterite,2014,37.37,75.8,26.9,40.2,6.3,97.4,56.4,47.8,27.47,1026.55
1742,Maharashtra,Cotton,Zaid,Black,2016,27.15,187.1,27.5,57.9,7.2,23.1,48.2,22.7,18.0,488.7
1743,MP,Cotton,Rabi,Sandy,2019,47.34,202.1,37.2,65.5,7.1,69.8,24.5,15.1,21.36,1011.18
1744,Haryana,Soybean,Rabi,Clay,2010,38.78,111.2,27.4,43.5,5.0,27.1,43.0,39.9,22.97,890.78
1745,Tamil Nadu,Wheat,Zaid,Red,2023,6.33,170.5,28.8,76.3,6.7,36.8,45.3,30.8,47.27,299.22
1746,Maharashtra,Barley,Zaid,Black,2022,8.64,243.3,24.9,51.0,5.6,37.3,36.8,42.4,30.37,262.4
1747,MP,Cotton,Rabi,Red,2023,1.06,97.8,17.7,39.0,8.2,123.3,37.4,45.5,19.57,20.74
1748,UP,Wheat,Kharif,Clay,2020,1.77,153.4,37.8,76.7,6.8,30.6,27.5,49.5,38.61,68.34
1749,MP,Soybean,Rabi,Black,2019,38.92,77.7,17.6,55.3,5.2,114.2,36.4,10.1,26.3,1023.6
1750,MP,Rice,Kharif,Alluvial,2013,34.44,118.0,21.8,61.0,7.2,120.0,41.1,14.2,56.29,1938.63
1751,Maharashtra,Wheat,Kharif,Red,2011,27.45,232.1,38.9,86.2,6.5,46.0,9.1,16.3,38.45,1055.45
1752,Haryana,Cotton,Zaid,Sandy,2022,41.62,56.2,36.2,72.7,8.2,127.2,7.1,28.8,17.61,732.93
1753,Tamil Nadu,Barley,Kharif,Laterite,2018,42.36,299.8,33.7,34.7,7.0,24.7,21.1,10.5,30.41,1288.17
1754,Maharashtra,Sugarcane,Zaid,Red,2012,24.54,299.1,20.2,42.8,6.2,103.4,36.1,35.2,85.42,2096.21
1755,Tamil Nadu,Wheat,Zaid,Black,2010,7.19,70.0,34.7,36.4,7.3,30.4,32.3,14.1,31.86,229.07
1756,Maharashtra,Cotton,Kharif,Alluvial,2017,7.06,217.3,15.1,93.1,6.6,116.4,9.9,9.1,22.15,156.38
1757,Karnataka,Potato,Rabi,Clay,2012,18.74,277.2,38.3,34.9,8.2,45.6,29.0,43.2,30.32,568.2
1758,MP,Soybean,Kharif,Sandy,2018,6.54,247.2,17.0,89.7,6.5,93.8,11.1,49.4,35.18,230.08
1759,UP,Cotton,Kharif,Black,2011,30.04,137.1,36.9,34.9,5.4,130.4,17.0,7.3,14.87,446.69
1760,Maharashtra,Barley,Rabi,Alluvial,2023,7.38,136.1,19.2,51.0,7.5,79.6,22.2,8.4,32.17,237.41
1761,Haryana,Sugarcane,Rabi,Red,2021,30.42,166.6,28.6,75.8,5.6,83.1,55.0,24.2,67.89,2065.21
1762,Karnataka,Soybean,Kharif,Alluvial,2011,18.6,197.7,30.7,77.5,6.2,61.7,41.5,23.1,25.08,466.49
1763,Gujarat,Cotton,Kharif,Black,2020,19.45,231.1,26.4,55.3,5.0,98.4,27.3,6.2,23.56,458.24
1764,Maharashtra,Rice,Rabi,Alluvial,2011,2.51,259.7,15.1,83.2,6.5,134.7,28.2,13.1,58.61,147.11
1765,Punjab,Potato,Kharif,Alluvial,2020,24.55,295.1,25.3,65.2,4.7,52.6,58.5,39.2,39.2,962.36
1766,Haryana,Barley,Kharif,Black,2011,14.55,137.8,34.8,40.5,5.4,86.3,15.0,30.0,27.56,401.0
1767,UP,Cotton,Rabi,Laterite,2018,27.94,98.2,40.0,68.4,5.7,20.2,10.1,37.7,7.52,210.11
1768,Haryana,Soybean,Kharif,Red,2013,46.42,136.8,15.7,85.4,7.6,43.3,58.2,47.5,28.43,1319.72
1769,UP,Maize,Zaid,Clay,2023,49.04,51.9,38.2,48.8,7.1,132.3,24.8,27.0,39.37,1930.7
1770,Punjab,Soybean,Kharif,Alluvial,2023,4.32,68.2,37.4,36.7,5.7,124.0,56.9,15.9,20.88,90.2
1771,Haryana,Sugarcane,Zaid,Black,2020,9.18,115.7,26.7,56.6,6.3,107.9,39.6,29.8,72.91,669.31
1772,MP,Soybean,Rabi,Alluvial,2022,29.47,136.1,39.5,66.4,7.3,23.0,59.7,25.9,16.78,494.51
1773,Haryana,Wheat,Kharif,Clay,2013,20.42,256.0,30.5,88.8,6.3,131.7,54.7,42.0,44.38,906.24
1774,Karnataka,Sugarcane,Rabi,Sandy,2017,36.96,246.1,29.8,49.9,7.6,85.4,20.3,30.9,76.01,2809.33
1775,Punjab,Barley,Rabi,Sandy,2021,19.73,124.5,37.3,63.8,7.7,71.5,25.7,37.8,25.0,493.25
1776,Gujarat,Potato,Rabi,Red,2010,29.59,70.7,23.0,58.9,4.9,46.7,41.5,8.1,32.81,970.85
1777,MP,Rice,Rabi,Black,2020,15.14,55.1,22.0,61.1,6.1,93.7,40.2,43.2,47.89,725.05
1778,Punjab,Potato,Rabi,Black,2018,2.08,120.5,19.6,78.4,8.1,40.9,21.6,5.2,38.27,79.6
1779,UP,Wheat,Zaid,Laterite,2014,23.2,77.7,23.3,46.0,8.0,92.0,23.0,20.2,40.84,947.49
1780,Gujarat,Rice,Kharif,Laterite,2019,33.03,252.2,15.4,48.0,6.0,27.4,59.8,14.6,49.92,1648.86
1781,Maharashtra,Sugarcane,Zaid,Clay,2015,2.78,95.3,20.6,35.4,7.1,130.6,12.7,22.4,81.69,227.1
1782,Haryana,Barley,Kharif,Laterite,2017,23.47,89.5,27.1,91.8,6.9,119.5,6.5,8.9,30.46,714.9
1783,MP,Maize,Rabi,Alluvial,2019,6.75,94.0,25.2,69.3,6.4,138.9,5.3,15.0,45.39,306.38
1784,UP,Soybean,Kharif,Alluvial,2018,29.46,61.3,28.3,90.9,5.9,42.2,7.5,9.3,20.43,601.87
1785,MP,Wheat,Kharif,Sandy,2013,35.58,143.4,20.6,69.3,4.8,27.4,8.2,6.0,35.7,1270.21
1786,Karnataka,Barley,Kharif,Black,2016,0.62,228.9,31.9,75.5,4.8,108.8,24.5,32.0,30.56,18.95
1787,UP,Potato,Zaid,Sandy,2013,19.56,50.1,34.8,52.4,7.7,46.1,45.9,8.7,26.41,516.58
1788,Tamil Nadu,Wheat,Rabi,Red,2014,17.96,160.3,22.2,45.9,4.6,108.8,38.8,47.5,40.73,731.51
1789,Gujarat,Wheat,Zaid,Alluvial,2017,21.2,157.0,25.5,57.8,4.7,41.2,30.9,45.3,42.67,904.6
1790,Karnataka,Maize,Kharif,Sandy,2017,6.14,186.9,25.2,34.8,7.4,27.2,12.3,8.1,46.17,283.48
1791,Gujarat,Potato,Zaid,Clay,2010,6.59,146.6,35.6,71.1,5.3,49.5,13.3,35.8,30.52,201.13
1792,Maharashtra,Maize,Zaid,Laterite,2020,1.57,178.2,25.4,89.3,4.8,54.3,13.4,19.0,46.22,72.57
1793,Gujarat,Rice,Kharif,Clay,2023,35.02,134.2,37.7,67.0,6.7,128.9,13.2,15.9,49.9,1747.5
1794,Tamil Nadu,Sugarcane,Zaid,Sandy,2016,10.48,203.2,18.2,61.1,8.4,105.6,10.7,34.7,81.52,854.33
1795,Haryana,Potato,Rabi,Laterite,2015,19.7,273.9,38.0,39.1,4.9,113.5,41.7,6.4,34.94,688.32
1796,Tamil Nadu,Barley,Kharif,Red,2017,16.14,266.4,36.9,86.6,6.0,116.7,31.8,49.7,38.14,615.58
1797,Gujarat,Sugarcane,Kharif,Black,2023,25.81,141.4,24.8,90.5,6.0,76.3,27.6,28.8,74.11,1912.78
1798,Karnataka,Cotton,Rabi,Sandy,2023,21.23,80.1,22.7,70.7,5.8,135.0,36.8,48.7,21.47,455.81
1799,Haryana,Barley,Rabi,Sandy,2012,30.07,254.6,16.4,57.4,5.0,73.7,28.0,27.1,35.18,1057.86
1800,MP,Rice,Rabi,Sandy,2014,18.88,221.2,21.7,39.0,5.0,33.2,29.0,40.2,53.32,1006.68
1801,MP,Rice,Kharif,Black,2014,14.7,273.2,26.5,94.0,7.3,122.6,41.7,36.5,55.22,811.73
1802,Haryana,Potato,Rabi,Black,2023,14.98,179.9,32.5,33.4,4.6,47.6,38.6,11.0,35.52,532.09
1803,Gujarat,Maize,Kharif,Black,2020,20.04,232.8,18.9,33.6,6.8,104.4,22.4,37.3,45.88,919.44
1804,Tamil Nadu,Rice,Kharif,Laterite,2020,49.43,104.9,18.5,86.1,8.4,82.4,16.0,10.1,53.12,2625.72
1805,Maharashtra,Maize,Kharif,Alluvial,2018,11.02,279.5,18.2,83.1,7.6,124.4,16.2,49.7,56.03,617.45
1806,UP,Barley,Zaid,Alluvial,2021,32.19,185.1,25.1,77.0,7.1,103.7,26.0,43.3,29.55,951.21
1807,Tamil Nadu,Cotton,Rabi,Sandy,2019,9.8,83.3,29.1,54.1,6.2,88.2,50.9,10.1,17.99,176.3
1808,Karnataka,Wheat,Kharif,Sandy,2010,17.58,256.2,39.2,86.9,4.8,127.9,21.0,9.9,45.98,808.33
1809,MP,Rice,Kharif,Sandy,2018,3.54,233.4,29.4,79.2,7.4,54.3,40.1,7.8,51.22,181.32
1810,Haryana,Barley,Rabi,Sandy,2020,23.18,103.4,23.3,64.0,7.1,52.9,40.5,26.5,31.19,722.98
1811,MP,Sugarcane,Kharif,Sandy,2010,42.12,206.1,15.3,89.9,6.6,58.1,20.5,9.9,75.71,3188.91
1812,UP,Wheat,Kharif,Sandy,2017,35.24,247.6,31.4,56.3,6.9,103.3,40.5,14.2,43.95,1548.8
1813,Karnataka,Barley,Kharif,Alluvial,2018,41.66,282.0,25.6,81.9,8.4,33.5,36.3,26.2,28.91,1204.39
1814,UP,Soybean,Kharif,Clay,2016,9.88,66.4,36.7,76.8,8.0,59.9,58.8,14.3,22.02,217.56
1815,Haryana,Sugarcane,Zaid,Clay,2019,29.14,136.9,23.2,75.9,6.7,49.6,57.4,49.4,71.25,2076.22
1816,Tamil Nadu,Maize,Kharif,Red,2016,27.2,214.9,17.4,88.9,7.3,60.2,7.4,35.7,45.18,1228.9
1817,Gujarat,Cotton,Rabi,Laterite,2019,45.1,267.3,15.1,86.9,5.3,38.2,33.3,14.2,20.9,942.59
1818,MP,Barley,Zaid,Laterite,2014,47.2,129.2,30.9,82.7,7.3,39.8,11.9,28.3,27.37,1291.86
1819,Punjab,Barley,Kharif,Alluvial,2022,36.24,186.1,35.5,91.2,4.5,129.9,55.8,10.6,36.3,1315.51
1820,UP,Soybean,Zaid,Sandy,2017,7.44,248.3,26.7,89.8,8.3,33.9,53.3,27.6,27.22,202.52
1821,Gujarat,Maize,Zaid,Clay,2020,2.88,176.0,24.7,30.1,6.9,21.0,54.9,11.6,46.9,135.07
1822,Maharashtra,Maize,Rabi,Black,2017,49.28,104.2,31.9,33.4,7.5,78.0,50.2,34.8,47.42,2336.86
1823,Tamil Nadu,Wheat,Zaid,Sandy,2011,20.43,219.5,29.6,60.9,6.0,105.2,28.9,39.7,40.69,831.3
1824,MP,Barley,Kharif,Sandy,2014,7.35,244.7,15.4,70.0,6.0,39.4,50.3,17.7,34.49,253.5
1825,Karnataka,Barley,Zaid,Clay,2013,12.57,245.1,30.6,92.2,5.2,120.5,36.9,39.2,34.94,439.2
1826,Maharashtra,Rice,Zaid,Red,2017,47.26,217.9,25.5,79.5,5.8,114.6,37.3,8.7,54.01,2552.51
1827,Haryana,Rice,Zaid,Clay,2010,28.25,67.3,32.7,89.1,6.2,23.7,6.8,23.1,42.51,1200.91
1828,Gujarat,Potato,Zaid,Red,2023,4.92,189.1,36.3,44.3,5.7,80.0,16.4,27.1,29.26,143.96
1829,Tamil Nadu,Maize,Rabi,Alluvial,2017,19.67,192.5,35.5,55.0,8.4,105.3,55.8,49.3,45.81,901.08
1830,Haryana,Maize,Kharif,Alluvial,2017,16.99,223.2,35.4,56.5,6.0,113.4,12.8,22.7,52.09,885.01
1831,UP,Maize,Rabi,Clay,2014,2.96,50.7,35.3,74.8,7.4,98.9,6.1,22.6,39.18,115.97
1832,Punjab,Rice,Kharif,Red,2018,3.32,241.4,22.0,83.6,6.5,33.7,57.5,14.1,57.19,189.87
1833,Tamil Nadu,Soybean,Rabi,Black,2023,3.38,213.9,20.4,68.9,7.6,127.6,49.7,9.0,30.37,102.65
1834,Gujarat,Soybean,Zaid,Alluvial,2018,49.13,78.5,15.1,91.1,7.9,83.8,7.5,28.7,21.5,1056.3
1835,Maharashtra,Soybean,Zaid,Red,2011,46.21,133.8,37.0,69.0,5.2,102.0,39.2,15.4,22.73,1050.35
1836,MP,Barley,Kharif,Laterite,2022,33.88,154.4,19.3,89.6,4.6,114.7,9.5,49.3,29.78,1008.95
1837,Karnataka,Barley,Kharif,Sandy,2023,0.69,296.0,34.0,49.7,6.3,103.7,19.1,25.6,30.9,21.32
1838,Karnataka,Wheat,Kharif,Alluvial,2020,30.43,187.1,20.3,80.7,5.5,123.4,28.8,46.8,49.34,1501.42
1839,Haryana,Cotton,Kharif,Black,2021,37.99,127.1,31.7,69.4,6.4,69.0,52.5,34.1,23.23,882.51
1840,Haryana,Barley,Zaid,Laterite,2018,12.19,173.8,25.0,88.4,7.1,85.1,57.7,23.4,36.07,439.69
1841,Tamil Nadu,Sugarcane,Kharif,Alluvial,2022,25.98,245.6,19.0,90.1,5.2,39.1,28.4,24.6,77.81,2021.5
1842,Tamil Nadu,Soybean,Zaid,Laterite,2011,27.12,287.4,39.7,51.1,5.2,130.0,38.1,45.1,29.13,790.01
1843,MP,Rice,Rabi,Laterite,2022,48.74,129.5,28.4,38.8,5.9,77.2,30.6,24.5,50.06,2439.92
1844,Karnataka,Rice,Kharif,Sandy,2021,5.91,183.1,22.9,90.1,8.2,132.9,21.0,39.8,52.57,310.69
1845,MP,Barley,Rabi,Red,2019,26.95,67.5,35.6,68.4,8.3,62.3,26.8,41.1,21.27,573.23
1846,Punjab,Cotton,Rabi,Sandy,2010,9.46,268.3,24.0,32.8,7.4,42.0,19.8,36.7,23.19,219.38
1847,Karnataka,Potato,Rabi,Sandy,2020,36.69,165.8,16.2,45.1,4.6,37.0,15.8,10.6,36.97,1356.43
1848,Tamil Nadu,Wheat,Zaid,Clay,2023,7.89,206.4,27.3,41.1,7.5,22.8,41.4,32.0,42.31,333.83
1849,MP,Maize,Kharif,Black,2016,25.17,201.2,35.5,71.2,4.6,40.2,7.3,40.2,45.08,1134.66
1850,Tamil Nadu,Cotton,Rabi,Black,2012,1.73,114.9,35.1,59.3,5.5,133.4,45.4,18.0,27.02,46.74
1851,Haryana,Sugarcane,Zaid,Laterite,2022,45.46,210.5,21.9,55.4,7.2,91.7,54.6,35.5,79.1,3595.89
1852,Maharashtra,Potato,Rabi,Black,2014,27.05,284.9,20.5,51.5,4.8,65.7,28.6,29.7,44.3,1198.32
1853,MP,Barley,Zaid,Red,2020,17.98,236.9,21.7,42.9,5.7,109.0,17.6,47.3,31.81,571.94
1854,MP,Maize,Rabi,Laterite,2016,18.56,294.7,35.7,63.6,5.5,23.5,41.5,25.7,44.28,821.84
1855,Maharashtra,Potato,Zaid,Alluvial,2013,15.39,89.8,37.1,56.6,7.7,87.3,41.1,34.2,35.33,543.73
1856,Karnataka,Sugarcane,Kharif,Sandy,2010,13.82,240.8,34.8,50.7,4.7,139.3,6.8,12.9,74.5,1029.59
1857,Punjab,Potato,Zaid,Black,2010,22.62,164.5,22.0,89.7,7.5,111.0,36.2,36.4,41.99,949.81
1858,Maharashtra,Maize,Rabi,Sandy,2020,7.32,247.1,23.6,70.9,7.2,49.0,55.9,7.9,45.92,336.13
1859,Punjab,Sugarcane,Rabi,Alluvial,2020,15.93,83.2,32.4,30.3,8.5,22.8,15.2,30.3,64.67,1030.19
1860,Maharashtra,Maize,Zaid,Laterite,2022,9.81,220.9,31.8,45.1,5.4,79.0,52.2,39.1,51.96,509.73
1861,MP,Wheat,Kharif,Alluvial,2020,7.87,138.1,15.7,94.6,5.2,63.0,53.7,41.8,38.67,304.33
1862,Haryana,Maize,Rabi,Clay,2021,47.75,62.8,24.1,44.5,5.3,105.8,24.3,18.2,45.45,2170.24
1863,Punjab,Cotton,Rabi,Clay,2022,15.57,200.9,37.7,35.3,5.4,31.3,31.2,45.6,18.14,282.44
1864,Punjab,Soybean,Rabi,Clay,2022,5.23,154.5,26.8,65.3,4.9,74.7,18.6,16.3,22.21,116.16
1865,Karnataka,Maize,Zaid,Alluvial,2023,5.52,168.9,39.1,76.7,7.5,109.7,46.9,16.6,45.32,250.17
1866,Gujarat,Cotton,Kharif,Sandy,2016,1.5,89.9,29.7,90.6,6.2,48.1,38.2,24.4,16.18,24.27
1867,Karnataka,Soybean,Zaid,Sandy,2011,27.22,159.0,27.4,33.9,5.8,105.5,44.7,42.0,28.07,764.07
1868,Haryana,Barley,Kharif,Laterite,2012,15.77,288.1,20.4,80.8,7.8,83.7,35.6,48.1,35.93,566.62
1869,Maharashtra,Sugarcane,Zaid,Alluvial,2020,27.87,88.1,18.6,69.5,5.5,55.7,7.5,35.6,73.82,2057.36
1870,Gujarat,Soybean,Kharif,Red,2015,1.7,241.8,26.0,60.3,6.9,27.7,44.5,18.2,23.49,39.93
1871,MP,Cotton,Rabi,Clay,2011,4.69,180.3,32.7,72.0,5.5,126.0,25.5,46.2,26.84,125.88
1872,Gujarat,Maize,Zaid,Clay,2017,23.65,79.7,31.1,50.8,6.1,102.0,11.3,35.3,43.67,1032.8
1873,Haryana,Maize,Rabi,Laterite,2017,25.42,103.4,19.0,37.3,6.2,102.2,9.6,7.4,45.45,1155.34
1874,MP,Maize,Zaid,Alluvial,2016,1.83,191.8,16.9,50.9,5.4,75.3,47.8,10.1,52.22,95.56
1875,Gujarat,Maize,Zaid,Sandy,2017,10.23,50.2,31.1,52.5,6.9,94.3,45.1,21.8,42.07,430.38
1876,UP,Rice,Kharif,Black,2022,47.04,211.6,33.6,63.8,6.7,86.6,6.9,14.6,52.66,2477.13
1877,Karnataka,Sugarcane,Kharif,Alluvial,2018,39.54,149.9,34.0,33.1,7.1,25.7,5.5,40.1,69.25,2738.14
1878,Maharashtra,Potato,Rabi,Clay,2020,12.56,67.2,32.8,39.5,7.7,85.0,10.3,8.4,34.78,436.84
1879,Haryana,Maize,Kharif,Laterite,2010,0.64,267.8,22.8,45.8,5.6,27.2,35.0,12.2,46.76,29.93
1880,UP,Maize,Kharif,Red,2010,39.1,242.7,33.5,74.5,4.8,110.3,26.3,10.5,52.26,2043.37
1881,Punjab,Barley,Rabi,Black,2013,30.21,184.4,31.9,74.2,7.1,104.2,59.5,38.2,29.19,881.83
1882,Tamil Nadu,Cotton,Rabi,Clay,2017,23.96,96.0,16.1,53.0,4.8,103.8,10.5,7.3,21.43,513.46
1883,Tamil Nadu,Rice,Kharif,Laterite,2013,9.43,117.2,24.1,81.6,7.7,100.6,51.1,19.4,48.02,452.83
1884,Haryana,Wheat,Zaid,Alluvial,2019,17.53,116.2,31.1,53.5,8.2,70.4,31.0,32.8,38.68,678.06
1885,UP,Barley,Zaid,Alluvial,2017,25.27,156.9,17.0,58.5,7.4,117.3,42.8,35.4,34.64,875.35
1886,Tamil Nadu,Soybean,Rabi,Sandy,2011,18.49,83.6,25.0,83.9,8.2,72.9,17.0,6.1,16.96,313.59
1887,MP,Soybean,Kharif,Laterite,2018,32.94,261.5,28.1,78.6,7.8,25.6,45.1,14.8,24.5,807.03
1888,Maharashtra,Barley,Rabi,Alluvial,2022,4.05,147.7,24.5,62.1,5.3,46.2,21.3,35.6,21.41,86.71
1889,Maharashtra,Potato,Kharif,Laterite,2012,21.36,206.6,17.6,42.1,6.5,33.5,26.8,28.9,38.24,816.81
1890,Tamil Nadu,Potato,Rabi,Alluvial,2015,28.16,144.3,39.4,55.2,6.5,78.0,6.2,22.0,29.35,826.5
1891,Maharashtra,Soybean,Kharif,Alluvial,2018,17.55,105.0,32.1,89.8,5.4,107.5,43.0,8.5,29.57,518.95
1892,Haryana,Maize,Zaid,Clay,2020,2.97,211.0,27.1,33.7,5.8,46.8,8.5,45.9,43.64,129.61
1893,Haryana,Maize,Kharif,Sandy,2018,22.59,162.9,18.2,40.2,6.4,82.2,6.1,29.1,38.43,868.13
1894,Gujarat,Barley,Kharif,Clay,2015,44.77,219.3,28.1,77.4,7.8,82.5,18.9,30.9,27.61,1236.1
1895,Punjab,Potato,Zaid,Sandy,2015,49.4,90.3,36.7,36.9,5.0,53.5,52.0,40.6,27.42,1354.55
1896,Haryana,Wheat,Rabi,Alluvial,2017,20.69,102.8,35.0,85.5,8.0,57.6,52.4,9.3,40.59,839.81
1897,Gujarat,Wheat,Zaid,Black,2015,20.82,258.2,26.2,41.6,8.0,69.7,28.0,18.7,38.5,801.57
1898,MP,Wheat,Zaid,Alluvial,2018,35.04,263.2,32.8,72.1,8.0,26.4,34.2,47.6,40.67,1425.08
1899,Punjab,Wheat,Zaid,Black,2017,49.19,69.2,39.8,52.6,7.7,103.5,11.3,15.0,37.59,1849.05
1900,Karnataka,Soybean,Rabi,Alluvial,2014,30.27,194.6,33.9,33.0,7.3,120.2,18.3,35.3,32.63,987.71
1901,Karnataka,Cotton,Zaid,Red,2018,38.05,106.2,32.4,88.7,7.8,48.1,37.9,31.4,19.4,738.17
1902,UP,Cotton,Kharif,Clay,2012,37.12,277.7,34.4,88.0,4.9,117.0,8.8,32.0,26.68,990.36
1903,Maharashtra,Sugarcane,Kharif,Sandy,2023,20.59,173.4,25.5,41.7,8.2,118.3,59.5,36.8,83.18,1712.68
1904,Maharashtra,Barley,Zaid,Black,2015,38.91,114.6,35.6,77.0,6.7,58.2,10.2,22.5,26.9,1046.68
1905,Tamil Nadu,Soybean,Rabi,Alluvial,2018,44.16,215.4,23.4,92.3,4.7,90.5,43.3,18.8,26.18,1156.11
1906,UP,Cotton,Kharif,Clay,2021,20.32,76.9,27.1,80.5,5.3,98.1,46.8,9.2,17.69,359.46
1907,MP,Wheat,Kharif,Alluvial,2019,15.04,167.6,38.4,59.4,6.4,36.3,31.3,15.2,42.62,641.0
1908,UP,Cotton,Zaid,Black,2020,40.63,92.7,36.3,47.6,7.3,83.0,48.6,37.5,17.61,715.49
1909,MP,Rice,Zaid,Laterite,2012,14.86,233.4,25.8,50.1,4.6,127.0,10.5,40.6,57.12,848.8
1910,Punjab,Cotton,Zaid,Black,2012,35.23,223.3,21.1,84.4,6.0,103.7,21.9,23.5,29.2,1028.72
1911,Tamil Nadu,Wheat,Zaid,Alluvial,2020,17.9,66.3,23.4,94.3,4.5,116.3,20.7,18.9,37.28,667.31
1912,Punjab,Wheat,Rabi,Black,2015,45.51,127.8,30.9,49.5,5.8,31.2,39.8,7.5,32.97,1500.46
1913,Haryana,Maize,Kharif,Laterite,2010,31.89,210.8,23.0,50.8,5.6,109.9,37.6,12.9,50.49,1610.13
1914,Tamil Nadu,Barley,Zaid,Laterite,2019,3.74,93.3,19.2,52.6,5.4,66.0,36.3,9.2,31.94,119.46
1915,Punjab,Soybean,Zaid,Sandy,2023,19.24,205.3,20.8,81.6,5.0,98.4,52.2,18.2,28.12,541.03
1916,MP,Soybean,Rabi,Red,2013,46.98,251.5,31.9,65.0,5.4,48.6,16.5,21.7,21.94,1030.74
1917,Maharashtra,Barley,Zaid,Laterite,2021,19.49,59.3,25.9,82.5,7.7,41.1,18.7,30.3,24.6,479.45
1918,Gujarat,Sugarcane,Kharif,Red,2014,45.22,101.1,35.5,31.4,7.9,39.6,46.8,30.2,68.75,3108.88
1919,Gujarat,Sugarcane,Rabi,Sandy,2023,10.87,207.9,15.2,67.0,7.7,92.6,57.8,17.8,75.93,825.36
1920,Punjab,Potato,Rabi,Laterite,2014,7.25,164.5,35.1,64.0,4.5,111.4,48.9,20.3,32.54,235.91
1921,Maharashtra,Potato,Rabi,Black,2021,29.18,232.4,31.1,73.4,6.6,72.0,29.7,29.3,33.63,981.32
1922,Punjab,Wheat,Zaid,Laterite,2023,1.8,265.8,36.4,68.0,4.8,51.3,29.2,8.7,40.79,73.42
1923,Gujarat,Soybean,Rabi,Sandy,2011,36.53,134.2,27.0,53.3,6.2,59.1,40.9,8.4,22.81,833.25
1924,Maharashtra,Wheat,Rabi,Laterite,2014,32.16,190.7,33.1,41.7,5.6,44.9,58.1,32.5,39.16,1259.39
1925,Karnataka,Barley,Zaid,Sandy,2010,42.92,270.7,39.8,48.1,7.5,22.0,23.4,23.4,21.22,910.76
1926,Punjab,Potato,Rabi,Red,2012,27.08,256.2,33.7,47.2,5.2,87.3,9.0,42.4,33.29,901.49
1927,Haryana,Maize,Rabi,Red,2014,35.43,289.7,36.1,51.5,8.4,101.9,18.2,19.6,42.89,1519.59
1928,Haryana,Barley,Zaid,Red,2020,43.47,152.8,33.9,63.6,5.7,49.3,46.2,43.7,28.4,1234.55
1929,Karnataka,Barley,Rabi,Black,2013,30.25,54.7,36.0,31.4,4.8,111.7,29.2,31.0,31.15,942.29
